"id","age","country","education","occupation[a1]","occupation[a2]","occupation[a3]","occupation[a4]","occupation[a5]","flossprojects[p1_name]","flossprojects[p1_tasks]","flossprojects[p1_duration]","flossprojects[p2_name]","flossprojects[p2_tasks]","flossprojects[p2_duration]","flossprojects[p3_name]","flossprojects[p3_tasks]","flossprojects[p3_duration]","flossprojects[p4_name]","flossprojects[p4_tasks]","flossprojects[p4_duration]","flossprojects[p5_name]","flossprojects[p5_tasks]","flossprojects[p5_duration]","usedsystems1[getenv]","usedsystems1[envvar]","usedsystems1[xsettings]","usedsystems1[gsettings]","usedsystems1[qsettings]","usedsystems1[kconfig]","usedsystems1[dconf]","usedsystems1[cfgfiles]","usedsystems1[freedesktop]","usedsystems1[registra]","usedsystems1[plist]","usedsystems2[getenv]","usedsystems2[envvar]","usedsystems2[xsettings]","usedsystems2[gsettings]","usedsystems2[qsettings]","usedsystems2[kconfig]","usedsystems2[dconf]","usedsystems2[cfgfiles]","usedsystems2[freedesktop]","usedsystems2[registra]","usedsystems2[plist]","flosscontribution[a1]","flosscontribution[a2]","flosscontribution[a3]","flosscontribution[a4]","flosscontribution[a5]","flosscontribution[a6]","flosscontribution[a7]","introduceconfintrg[a1]","introduceconfintrg[a2]","introduceconfintrg[a3]","introduceconfintrg[a4]","introduceconfintrg[a5]","specifyconfig[a1]","specifyconfig[a2]","specifyconfig[a3]","specifyconfig[a4]","specifyconfig[a5]","specifyconfig[a6]","specifyconfig[a7]","specifyconfig[a8]","specifyconfig[a9]","specifyconfig[a10]","specifyconfig[a11]","specifyconfig[a12]","configreduction[a1]","configreduction[a2]","configreduction[a3]","configreduction[a4]","configreduction[a5]","configreduction[a6]","configreduction[a7]","configreduction[a8]","configreduction[a9]","effortconfexp[a1]","effortconfexp[a2]","effortconfexp[a3]","effortconfexp[a4]","effortconfexp[a5]","effortconfexp[a6]","effortconfexp[a7]","effortconfexp[a8]","effortconfexp[a9]","importancecfgoptions[a1]","importancecfgoptions[a2]","importancecfgoptions[a3]","importancecfgoptions[a4]","importancecfgoptions[a5]","importancecfgoptions[a6]","importancecfgoptions[a7]","getenv[a1]","getenv[a2]","getenv[a3]","getenv[a4]","getenv[a5]","getenv[a6]","getenv[a7]","getenv[a8]","clusterconf[a1]","clusterconf[a2]","clusterconf[a3]","clusterconf[a4]","clusterconf[a5]","clusterconf[a6]","informaboutcfg[a1]","informaboutcfg[a2]","informaboutcfg[a3]","informaboutcfg[a4]","informaboutcfg[a5]","informaboutcfg[a6]","informaboutcfg[a7]","informaboutcfg[a8]","informaboutcfg[a9]","syncconfig[a1]","syncconfig[a2]","syncconfig[a3]","syncconfig[a4]","syncconfig[a5]","syncconfig[a6]","importantbenefits[a1]","importantbenefits[a2]","importantbenefits[a3]","importantbenefits[a4]","importantbenefits[a5]","importantbenefits[a6]","importantbenefits[a7]","importantbenefits[a8]","importantbenefits[a9]","importantbenefits[a10]","importantbenefits[a11]","importantbenefits[a12]","importantbenefits[a13]","importantbenefits[a14]","donation"
"248","15-25","AT","a3","1","0","1","0","0","72","creator,developer","2","","","","","","","","","","","","","used4","used4","used1","used1","used1","used1","used1","used4","used1","used1","used1","help","help","","","","","","confused","","","","0","0","0","1","1","1","0","a5","a4","a4","a3","","0","0","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","0","1","0","1","1","0","1","0","0","1","1","0","a3","a4","a2","a2","a1","a1","a4","0","0","1","0","0","0","0","0","1","1","0","0","0","0","a3","a4","a5","a3","a3","a2","a2","a2","a5","0","1","0","0","0","0","a3","a5","a5","a1","a5","a5","a5","a4","a4","a2","a5","a4","a4","","1"
"249","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"250","38-57","DE","a4","1","0","0","0","0","73","developer","4","74","bug-fixer","14","","","","","","","","","","used4","used4","used3","used1","used1","used1","used3","used4","used3","used1","used1","help","good","confused","","","","confused","neutral","help","","","0","0","0","1","0","1","0","a4","a5","a4","a2","a5","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","","a3","a4","","","","1","1","0","1","0","0","0","0","","","","","","1","a5","a4","a3","a2","a2","a3","a5","a1","a1","0","0","1","1","0","0","","","","","","","","","","","","","","a5","1"
"251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"252","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"256","","AT","a2","0","1","0","1","1","75","","0","debian","","0","76","","0","77","","0","","","","used3","used4","used3","","used3","used3","used4","used4","used4","used3","used1","confused","good","confused","","help","bad","help","neutral","confused","bad","","0","1","1","1","0","1","0","a4","a5","a4","a5","","1","1","1","0","1","1","1","1","1","0","0","0","","","","","","","","","1","1","1","1","1","0","1","1","1","0","a1","a1","a5","a5","a4","a4","","0","1","1","0","1","1","1","0","0","1","0","0","1","0","a4","a4","a3","a2","a4","a1","a5","a5","","0","0","1","1","0","0","a5","a5","a5","a4","a5","a4","a4","a3","a4","a4","a5","a5","a5","","1"
"257","38-57","AT","a4","1","0","0","0","0","78","developer","7","","","","","","","","","","","","","used4","used4","used1","used1","used1","used1","used1","used4","used3","used1","used1","neutral","neutral","","","","","","neutral","help","","","0","0","1","1","0","0","0","a4","a4","a4","a5","","1","0","1","0","0","0","0","0","1","0","0","0","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"262","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"264","15-25","AT","a2","1","0","1","0","0","","","","","","","","","","","","","","","","used3","used4","used1","","","","","","","","","","neutral","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"268","26-31","AT","a4","1","1","0","1","0","79","developer","1","","","","","","","","","","","","","used4","used4","used1","used1","used3","used1","used1","used4","used3","used1","used1","neutral","good","","","confused","","","neutral","help","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"272","38-57","DE","a3","1","0","0","0","0","","","","","","","","","","","","","","","","used4","used4","used1","used1","used1","used1","used1","used4","used4","used3","used1","neutral","good","","","","","","good","help","help","","0","0","0","1","1","1","0","a4","a4","a4","a5","","1","1","1","0","1","0","0","0","1","0","0","0","","","","","","","","","1","1","1","0","0","0","0","0","0","0","a2","a2","a5","a5","a5","a1","a1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","a5","a5","a3","a4","a3","a2","a3","a3","a1","0","1","1","0","1","0","a5","a5","a3","a2","a1","a3","a4","a1","a3","a2","a2","a3","a5","","1"
"273","38-57","","a4","1","0","0","0","0","80","developer,manager","14","","","","","","","","","","","","","used4","used4","used3","used3","used1","used1","used1","used1","used1","used1","used1","neutral","neutral","help","help","","","","","","","","0","0","1","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","a4","","a5","","a2","a4","a1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","1"
"274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"275","38-57","FR","a3","1","0","0","0","0","81","developer,translator","15","82","contributor","2","83","contributor","1","","","","","","","used4","used4","used3","used4","used4","used1","used3","used4","used4","used4","used4","neutral","neutral","","neutral","neutral","","help","","confused","neutral","help","0","0","0","1","1","0","0","a3","a5","a5","a3","","0","1","1","1","1","0","0","1","1","0","0","0","","","","","","","","","1","","","","","","","","","1","a5","a2","a5","a5","a5","a3","a3","0","0","0","1","0","1","0","0","0","1","0","0","1","0","a4","a4","a3","a3","a4","a3","a3","a1","a3","0","1","1","0","1","0","a5","a5","a3","a1","a2","a1","a3","","a3","","a3","a4","a2","","1"
